billingDocument,billingDocumentItem,material,billingQuantity,billingQuantityUnit,netAmount,transactionCurrency_item,referenceSdDocument,referenceSdDocumentItem,billingDocumentType,creationDate,lastChangeDateTime,billingDocumentDate,billingDocumentIsCancelled,cancelledBillingDocument,totalNetAmount,transactionCurrency_header,companyCode,fiscalYear,accountingDocument,soldToParty,creationTime_hours,creationTime_minutes,creationTime_seconds,creationTime_formatted
90504265,30,S8907367036722,1,PC,0.0,INR,80738084,30,F2,2025-04-03 00:00:00+00:00,2025-07-24 11:42:31.157000+00:00,2025-04-02 00:00:00+00:00,True,,761.86,INR,ABCD,2025,9400000266,320000083,11,31,13,11:31:13
90504265,40,S8907367029021,1,PC,0.0,INR,80738084,40,F2,2025-04-03 00:00:00+00:00,2025-07-24 11:42:31.157000+00:00,2025-04-02 00:00:00+00:00,True,,761.86,INR,ABCD,2025,9400000266,320000083,11,31,13,11:31:13
90504265,50,S8907367016144,1,PC,0.0,INR,80738084,50,F2,2025-04-03 00:00:00+00:00,2025-07-24 11:42:31.157000+00:00,2025-04-02 00:00:00+00:00,True,,761.86,INR,ABCD,2025,9400000266,320000083,11,31,13,11:31:13
90504265,60,S8907367029038,1,PC,0.0,INR,80738084,60,F2,2025-04-03 00:00:00+00:00,2025-07-24 11:42:31.157000+00:00,2025-04-02 00:00:00+00:00,True,,761.86,INR,ABCD,2025,9400000266,320000083,11,31,13,11:31:13
90504266,10,S8907367035664,1,PC,422.03,INR,80738085,10,F2,2025-04-03 00:00:00+00:00,2025-07-24 11:42:31.025000+00:00,2025-04-02 00:00:00+00:00,True,,422.03,INR,ABCD,2025,9400000267,320000083,11,31,13,11:31:13
90504376,10,S8907367038122,1,PC,221.19,INR,80737922,10,F2,2025-04-03 00:00:00+00:00,2025-07-24 11:42:25.012000+00:00,2025-04-02 00:00:00+00:00,True,,221.19,INR,ABCD,2025,9400000376,320000085,11,32,20,11:32:20
90504406,10,S8907367013532,1,PC,179.66,INR,80737921,10,F2,2025-04-03 00:00:00+00:00,2025-07-24 11:42:24.215000+00:00,2025-04-02 00:00:00+00:00,True,,179.66,INR,ABCD,2025,9400000406,320000088,11,32,32,11:32:32
90504253,10,B8907367037859,1,PC,439.83,INR,80738076,10,F2,2025-04-03 00:00:00+00:00,2025-07-24 11:42:31.961000+00:00,2025-04-02 00:00:00+00:00,True,,439.83,INR,ABCD,2025,9400000254,320000083,11,31,13,11:31:13
90504255,10,B8907367037859,1,PC,439.83,INR,80738077,10,F2,2025-04-03 00:00:00+00:00,2025-07-24 11:42:31.837000+00:00,2025-04-02 00:00:00+00:00,True,,439.83,INR,ABCD,2025,9400000256,320000083,11,31,13,11:31:13
90504265,10,B8907367037842,1,PC,761.86,INR,80738084,10,F2,2025-04-03 00:00:00+00:00,2025-07-24 11:42:31.157000+00:00,2025-04-02 00:00:00+00:00,True,,761.86,INR,ABCD,2025,9400000266,320000083,11,31,13,11:31:13
90504252,10,B8907367015697,1,PC,429.66,INR,80738075,10,F2,2025-04-03 00:00:00+00:00,2025-07-24 11:42:32.075000+00:00,2025-04-02 00:00:00+00:00,True,,429.66,INR,ABCD,2025,9400000253,320000083,11,31,13,11:31:13
90504243,10,B8907367002246,1,PC,1301.82,INR,80738069,10,F2,2025-04-03 00:00:00+00:00,2025-07-24 11:42:32.641000+00:00,2025-04-02 00:00:00+00:00,True,,2033.65,INR,ABCD,2025,9400000244,320000083,11,31,13,11:31:13
90504214,10,B8907367032571,1,PC,272.88,INR,80738047,10,F2,2025-04-03 00:00:00+00:00,2025-07-24 11:42:34.715000+00:00,2025-04-02 00:00:00+00:00,True,,272.88,INR,ABCD,2025,9400000215,320000083,11,31,13,11:31:13
90504263,10,S8907367008620,2,PC,481.44,INR,80738083,10,F2,2025-04-03 00:00:00+00:00,2025-07-24 11:42:31.247000+00:00,2025-04-02 00:00:00+00:00,True,,481.44,INR,ABCD,2025,9400000264,320000083,11,31,13,11:31:13
90504214,20,S8907367025412,2,PC,0.0,INR,80738047,20,F2,2025-04-03 00:00:00+00:00,2025-07-24 11:42:34.715000+00:00,2025-04-02 00:00:00+00:00,True,,272.88,INR,ABCD,2025,9400000215,320000083,11,31,13,11:31:13
90504235,10,S8907367026433,2,PC,310.76,INR,80738063,10,F2,2025-04-03 00:00:00+00:00,2025-07-24 11:42:33.195000+00:00,2025-04-02 00:00:00+00:00,True,,310.76,INR,ABCD,2025,9400000236,320000083,11,31,13,11:31:13
91150174,10,B8907367037842,1,PC,761.86,INR,80738084,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504265,761.86,INR,ABCD,2025,9400635945,320000083,11,42,7,11:42:07
91150188,10,B8907367002246,1,PC,1301.82,INR,80738069,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504243,2033.65,INR,ABCD,2025,9400635959,320000083,11,42,7,11:42:07
91150188,20,S8907367001836,1,PC,0.0,INR,80738069,20,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504243,2033.65,INR,ABCD,2025,9400635959,320000083,11,42,7,11:42:07
91150188,30,S8907367001874,1,PC,0.0,INR,80738069,30,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504243,2033.65,INR,ABCD,2025,9400635959,320000083,11,42,7,11:42:07
91150188,40,3001468,1,PC,0.0,INR,80738069,40,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504243,2033.65,INR,ABCD,2025,9400635959,320000083,11,42,7,11:42:07
91150188,50,S8907367001850,1,PC,0.0,INR,80738069,50,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504243,2033.65,INR,ABCD,2025,9400635959,320000083,11,42,7,11:42:07
91150188,60,S8907367001843,1,PC,0.0,INR,80738069,60,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504243,2033.65,INR,ABCD,2025,9400635959,320000083,11,42,7,11:42:07
91150188,70,3001456,1,PC,0.0,INR,80738069,70,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504243,2033.65,INR,ABCD,2025,9400635959,320000083,11,42,7,11:42:07
91150188,80,S8907367001867,1,PC,0.0,INR,80738069,80,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504243,2033.65,INR,ABCD,2025,9400635959,320000083,11,42,7,11:42:07
91150188,90,S8907367002550,1,PC,0.0,INR,80738069,90,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504243,2033.65,INR,ABCD,2025,9400635959,320000083,11,42,7,11:42:07
91150188,100,S8907367038108,1,PC,208.52,INR,80738069,100,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504243,2033.65,INR,ABCD,2025,9400635959,320000083,11,42,7,11:42:07
91150188,110,S8907367038122,1,PC,210.13,INR,80738069,110,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504243,2033.65,INR,ABCD,2025,9400635959,320000083,11,42,7,11:42:07
91150188,120,S8907367039280,1,PC,313.18,INR,80738069,120,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504243,2033.65,INR,ABCD,2025,9400635959,320000083,11,42,7,11:42:07
91150106,10,S8907367013532,1,PC,179.66,INR,80737921,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504406,179.66,INR,ABCD,2025,9400635877,320000088,11,42,7,11:42:07
91150114,10,S8907367038122,1,PC,221.19,INR,80737922,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504376,221.19,INR,ABCD,2025,9400635885,320000085,11,42,7,11:42:07
91150173,10,S8907367035664,1,PC,422.03,INR,80738085,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504266,422.03,INR,ABCD,2025,9400635944,320000083,11,42,7,11:42:07
91150174,20,S8907367010814,1,PC,0.0,INR,80738084,20,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504265,761.86,INR,ABCD,2025,9400635945,320000083,11,42,7,11:42:07
91150174,30,S8907367036722,1,PC,0.0,INR,80738084,30,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504265,761.86,INR,ABCD,2025,9400635945,320000083,11,42,7,11:42:07
91150174,40,S8907367029021,1,PC,0.0,INR,80738084,40,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504265,761.86,INR,ABCD,2025,9400635945,320000083,11,42,7,11:42:07
91150174,50,S8907367016144,1,PC,0.0,INR,80738084,50,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504265,761.86,INR,ABCD,2025,9400635945,320000083,11,42,7,11:42:07
91150174,60,S8907367029038,1,PC,0.0,INR,80738084,60,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504265,761.86,INR,ABCD,2025,9400635945,320000083,11,42,7,11:42:07
91150175,10,S8907367008620,2,PC,481.44,INR,80738083,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504263,481.44,INR,ABCD,2025,9400635946,320000083,11,42,7,11:42:07
91150176,10,S8907367003380,1,PC,240.72,INR,80738082,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504262,843.73,INR,ABCD,2025,9400635947,320000083,11,42,7,11:42:07
91150176,20,S8907367020035,1,PC,603.01,INR,80738082,20,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504262,843.73,INR,ABCD,2025,9400635947,320000083,11,42,7,11:42:07
91150177,10,S8907367037156,1,PC,422.03,INR,80738081,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504260,422.03,INR,ABCD,2025,9400635948,320000083,11,42,7,11:42:07
91150178,10,S8907367008620,1,PC,253.39,INR,80738080,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504259,253.39,INR,ABCD,2025,9400635949,320000083,11,42,7,11:42:07
91150179,10,S8907367016144,1,PC,375.42,INR,80738079,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504257,375.42,INR,ABCD,2025,9400635950,320000083,11,42,7,11:42:07
91150180,10,S8907367013532,1,PC,179.66,INR,80738078,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504256,179.66,INR,ABCD,2025,9400635951,320000083,11,42,7,11:42:07
91150181,10,B8907367037859,1,PC,439.83,INR,80738077,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504255,439.83,INR,ABCD,2025,9400635952,320000083,11,42,7,11:42:07
91150181,20,S8907367035961,1,PC,0.0,INR,80738077,20,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504255,439.83,INR,ABCD,2025,9400635952,320000083,11,42,7,11:42:07
91150181,30,S8907367035978,1,PC,0.0,INR,80738077,30,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504255,439.83,INR,ABCD,2025,9400635952,320000083,11,42,7,11:42:07
91150181,40,S8907367035985,1,PC,0.0,INR,80738077,40,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504255,439.83,INR,ABCD,2025,9400635952,320000083,11,42,7,11:42:07
91150181,50,S8907367035992,1,PC,0.0,INR,80738077,50,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504255,439.83,INR,ABCD,2025,9400635952,320000083,11,42,7,11:42:07
91150182,10,B8907367037859,1,PC,439.83,INR,80738076,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504253,439.83,INR,ABCD,2025,9400635953,320000083,11,42,7,11:42:07
91150182,20,S8907367035978,1,PC,0.0,INR,80738076,20,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504253,439.83,INR,ABCD,2025,9400635953,320000083,11,42,7,11:42:07
91150182,30,S8907367035992,1,PC,0.0,INR,80738076,30,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504253,439.83,INR,ABCD,2025,9400635953,320000083,11,42,7,11:42:07
91150182,40,S8907367035985,1,PC,0.0,INR,80738076,40,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504253,439.83,INR,ABCD,2025,9400635953,320000083,11,42,7,11:42:07
91150182,50,S8907367035961,1,PC,0.0,INR,80738076,50,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504253,439.83,INR,ABCD,2025,9400635953,320000083,11,42,7,11:42:07
91150183,10,B8907367015697,1,PC,429.66,INR,80738075,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504252,429.66,INR,ABCD,2025,9400635954,320000083,11,42,7,11:42:07
91150183,20,S8907367013532,1,PC,0.0,INR,80738075,20,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504252,429.66,INR,ABCD,2025,9400635954,320000083,11,42,7,11:42:07
91150183,30,S8907367014447,1,PC,0.0,INR,80738075,30,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504252,429.66,INR,ABCD,2025,9400635954,320000083,11,42,7,11:42:07
91150184,10,S8907367041993,1,PC,422.88,INR,80738074,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504250,422.88,INR,ABCD,2025,9400635955,320000083,11,42,7,11:42:07
91150185,10,S8907367010814,1,PC,320.42,INR,80738073,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504249,561.14,INR,ABCD,2025,9400635956,320000083,11,42,7,11:42:07
91150185,20,S8907367008620,1,PC,240.72,INR,80738073,20,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504249,561.14,INR,ABCD,2025,9400635956,320000083,11,42,7,11:42:07
91150186,10,S8907367038122,1,PC,221.19,INR,80738071,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504246,221.19,INR,ABCD,2025,9400635957,320000083,11,42,7,11:42:07
91150187,10,S8907367039280,1,PC,329.66,INR,80738070,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504245,329.66,INR,ABCD,2025,9400635958,320000083,11,42,7,11:42:07
91150189,10,S8907367025344,1,PC,151.69,INR,80738068,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504242,151.69,INR,ABCD,2025,9400635960,320000083,11,42,7,11:42:07
91150190,10,S8907367013532,1,PC,180.34,INR,80738067,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504241,180.34,INR,ABCD,2025,9400635961,320000083,11,42,7,11:42:07
91150191,10,S8907367008620,1,PC,253.39,INR,80738066,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504239,253.39,INR,ABCD,2025,9400635962,320000083,11,42,7,11:42:07
91150192,10,S8907367008620,1,PC,287.29,INR,80738065,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504238,287.29,INR,ABCD,2025,9400635963,320000083,11,42,7,11:42:07
91150193,10,S8907367028192,1,PC,168.64,INR,80738064,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504237,168.64,INR,ABCD,2025,9400635964,320000083,11,42,7,11:42:07
91150194,10,S8907367026433,2,PC,310.76,INR,80738063,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504235,310.76,INR,ABCD,2025,9400635965,320000083,11,42,7,11:42:07
91150195,10,S8907367004448,1,PC,215.25,INR,80738062,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504234,215.25,INR,ABCD,2025,9400635966,320000083,11,42,7,11:42:07
91150196,10,S8907367013532,1,PC,179.66,INR,80738061,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504232,179.66,INR,ABCD,2025,9400635967,320000083,11,42,7,11:42:07
91150197,10,S8907367001003,1,PC,216.1,INR,80738060,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504231,216.1,INR,ABCD,2025,9400635968,320000083,11,42,7,11:42:07
91150198,10,S8907367008620,1,PC,253.39,INR,80738059,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504230,253.39,INR,ABCD,2025,9400635969,320000083,11,42,7,11:42:07
91150199,10,S8907367038108,1,PC,208.52,INR,80738058,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504228,449.24,INR,ABCD,2025,9400635970,320000083,11,42,7,11:42:07
91150199,20,S8907367008620,1,PC,240.72,INR,80738058,20,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504228,449.24,INR,ABCD,2025,9400635970,320000083,11,42,7,11:42:07
91150200,10,S8907367025344,1,PC,185.59,INR,80738057,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504227,185.59,INR,ABCD,2025,9400635971,320000083,11,42,7,11:42:07
91150201,10,S8907367002512,1,PC,215.25,INR,80738056,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504226,215.25,INR,ABCD,2025,9400635972,320000083,11,42,7,11:42:07
91150202,10,S8907367008620,1,PC,253.39,INR,80738055,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504225,253.39,INR,ABCD,2025,9400635973,320000083,11,42,7,11:42:07
91150203,10,S8907367039280,1,PC,363.56,INR,80738054,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504223,363.56,INR,ABCD,2025,9400635974,320000083,11,42,7,11:42:07
91150204,10,S8907367039280,1,PC,329.66,INR,80738053,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504222,329.66,INR,ABCD,2025,9400635975,320000083,11,42,7,11:42:07
91150205,10,S8907367039280,1,PC,363.56,INR,80738052,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504221,363.56,INR,ABCD,2025,9400635976,320000083,11,42,7,11:42:07
91150206,10,S8907367008620,1,PC,253.39,INR,80738051,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504219,253.39,INR,ABCD,2025,9400635977,320000083,11,42,7,11:42:07
91150207,10,S8907367039280,1,PC,329.66,INR,80738050,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504218,329.66,INR,ABCD,2025,9400635978,320000083,11,42,7,11:42:07
91150208,10,S8907367039280,1,PC,363.56,INR,80738049,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504217,363.56,INR,ABCD,2025,9400635979,320000083,11,42,7,11:42:07
91150209,10,S8907367039280,1,PC,363.56,INR,80738048,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504215,363.56,INR,ABCD,2025,9400635980,320000083,11,42,7,11:42:07
91150210,10,B8907367032571,1,PC,272.88,INR,80738047,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504214,272.88,INR,ABCD,2025,9400635981,320000083,11,42,7,11:42:07
91150210,20,S8907367025412,2,PC,0.0,INR,80738047,20,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504214,272.88,INR,ABCD,2025,9400635981,320000083,11,42,7,11:42:07
91150211,10,S8907367039280,1,PC,363.56,INR,80738046,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504212,363.56,INR,ABCD,2025,9400635982,320000083,11,42,7,11:42:07
91150212,10,S8907367039280,1,PC,363.56,INR,80738045,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504211,363.56,INR,ABCD,2025,9400635983,320000083,11,42,7,11:42:07
91150213,10,S8907367039280,1,PC,363.56,INR,80738044,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504210,363.56,INR,ABCD,2025,9400635984,320000083,11,42,7,11:42:07
91150214,10,S8907367002512,1,PC,249.15,INR,80738043,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504208,249.15,INR,ABCD,2025,9400635985,320000083,11,42,7,11:42:07
91150215,10,S8907367001003,1,PC,250.0,INR,80738042,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504207,250.0,INR,ABCD,2025,9400635986,320000083,11,42,7,11:42:07
91150216,10,S8907367038122,1,PC,221.19,INR,80738041,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504206,221.19,INR,ABCD,2025,9400635987,320000083,11,42,7,11:42:07
91150217,10,S8907367013532,1,PC,229.66,INR,80738040,10,S1,2025-07-24 00:00:00+00:00,2025-07-24 11:42:07+00:00,2025-04-02 00:00:00+00:00,False,90504204,229.66,INR,ABCD,2025,9400635988,320000083,11,42,7,11:42:07
